state,county,party,candidate,fraction_votes,latitude,longitude
NC,Davidson,Republican,John Kasich,0.078,35.79962909090909,-80.2453159090909
NC,Davidson,Republican,Marco Rubio,0.056,35.79962909090909,-80.2453159090909
NC,Davidson,Democrat,Hillary Clinton,0.503,35.79962909090909,-80.2453159090909
NC,Davidson,Democrat,Bernie Sanders,0.435,35.79962909090909,-80.2453159090909
NC,Davie,Republican,Donald Trump,0.411,35.890265666666664,-80.51434533333332
NC,Davie,Republican,Ted Cruz,0.359,35.890265666666664,-80.51434533333332
NC,Davie,Republican,John Kasich,0.131,35.890265666666664,-80.51434533333332
NC,Davie,Republican,Marco Rubio,0.067,35.890265666666664,-80.51434533333332
NC,Davie,Democrat,Hillary Clinton,0.54,35.890265666666664,-80.51434533333332
NC,Davie,Democrat,Bernie Sanders,0.404,35.890265666666664,-80.51434533333332
NC,Duplin,Republican,Donald Trump,0.481,34.94883372727273,-77.95260563636363
NC,Duplin,Republican,Ted Cruz,0.388,34.94883372727273,-77.95260563636363
NC,Duplin,Republican,John Kasich,0.063,34.94883372727273,-77.95260563636363
NC,Duplin,Republican,Marco Rubio,0.043,34.94883372727273,-77.95260563636363
NC,Duplin,Democrat,Hillary Clinton,0.612,34.94883372727273,-77.95260563636363
NC,Duplin,Democrat,Bernie Sanders,0.292,34.94883372727273,-77.95260563636363
NC,Durham,Republican,Ted Cruz,0.377,36.03617127777777,-78.87920411111112
NC,Durham,Republican,Donald Trump,0.269,36.03617127777777,-78.87920411111112
NC,Durham,Republican,John Kasich,0.208,36.03617127777777,-78.87920411111112
NC,Durham,Republican,Marco Rubio,0.122,36.03617127777777,-78.87920411111112
NC,Durham,Democrat,Hillary Clinton,0.575,36.03617127777777,-78.87920411111112
NC,Durham,Democrat,Bernie Sanders,0.41,36.03617127777777,-78.87920411111112
NC,Edgecombe,Republican,Donald Trump,0.454,35.88717725,-77.631696625
NC,Edgecombe,Republican,Ted Cruz,0.423,35.88717725,-77.631696625
NC,Edgecombe,Republican,Marco Rubio,0.055,35.88717725,-77.631696625
NC,Edgecombe,Republican,John Kasich,0.04,35.88717725,-77.631696625
NC,Edgecombe,Democrat,Hillary Clinton,0.708,35.88717725,-77.631696625
NC,Edgecombe,Democrat,Bernie Sanders,0.227,35.88717725,-77.631696625
NC,Forsyth,Republican,Ted Cruz,0.384,36.071997774999986,-80.24237987500004
NC,Forsyth,Republican,Donald Trump,0.339,36.071997774999986,-80.24237987500004
NC,Forsyth,Republican,John Kasich,0.173,36.071997774999986,-80.24237987500004
NC,Forsyth,Republican,Marco Rubio,0.083,36.071997774999986,-80.24237987500004
NC,Forsyth,Democrat,Hillary Clinton,0.58,36.071997774999986,-80.24237987500004
NC,Forsyth,Democrat,Bernie Sanders,0.398,36.071997774999986,-80.24237987500004
NC,Franklin,Republican,Ted Cruz,0.467,36.03362824999999,-78.3311465
NC,Franklin,Republican,Donald Trump,0.405,36.03362824999999,-78.3311465
NC,Franklin,Republican,John Kasich,0.062,36.03362824999999,-78.3311465
NC,Franklin,Republican,Marco Rubio,0.044,36.03362824999999,-78.3311465
NC,Franklin,Democrat,Hillary Clinton,0.594,36.03362824999999,-78.3311465
NC,Franklin,Democrat,Bernie Sanders,0.343,36.03362824999999,-78.3311465
NC,Gaston,Republican,Donald Trump,0.454,35.302157875000006,-81.1539850625
NC,Gaston,Republican,Ted Cruz,0.368,35.302157875000006,-81.1539850625
NC,Gaston,Republican,John Kasich,0.084,35.302157875000006,-81.1539850625
NC,Gaston,Republican,Marco Rubio,0.07,35.302157875000006,-81.1539850625
NC,Gaston,Democrat,Hillary Clinton,0.541,35.302157875000006,-81.1539850625
NC,Gaston,Democrat,Bernie Sanders,0.403,35.302157875000006,-81.1539850625
NC,Gates,Republican,Donald Trump,0.519,36.43955485714285,-76.69549842857143
NC,Gates,Republican,Ted Cruz,0.342,36.43955485714285,-76.69549842857143
NC,Gates,Republican,Marco Rubio,0.06,36.43955485714285,-76.69549842857143
NC,Gates,Republican,John Kasich,0.046,36.43955485714285,-76.69549842857143
NC,Gates,Democrat,Hillary Clinton,0.617,36.43955485714285,-76.69549842857143
NC,Gates,Democrat,Bernie Sanders,0.293,36.43955485714285,-76.69549842857143
NC,Graham,Republican,Donald Trump,0.518,35.3834465,-83.77669549999999
NC,Graham,Republican,Ted Cruz,0.33,35.3834465,-83.77669549999999
NC,Graham,Republican,John Kasich,0.062,35.3834465,-83.77669549999999
NC,Graham,Republican,Marco Rubio,0.061,35.3834465,-83.77669549999999
NC,Graham,Democrat,Hillary Clinton,0.443,35.3834465,-83.77669549999999
NC,Graham,Democrat,Bernie Sanders,0.407,35.3834465,-83.77669549999999
NC,Granville,Republican,Donald Trump,0.433,36.254420428571436,-78.6653857142857
NC,Granville,Republican,Ted Cruz,0.426,36.254420428571436,-78.6653857142857
NC,Granville,Republican,John Kasich,0.062,36.254420428571436,-78.6653857142857
NC,Granville,Republican,Marco Rubio,0.05,36.254420428571436,-78.6653857142857
NC,Granville,Democrat,Hillary Clinton,0.588,36.254420428571436,-78.6653857142857
NC,Granville,Democrat,Bernie Sanders,0.34,36.254420428571436,-78.6653857142857
NC,Greene,Republican,Ted Cruz,0.479,35.489881000000004,-77.6641635
NC,Greene,Republican,Donald Trump,0.428,35.489881000000004,-77.6641635
NC,Greene,Republican,John Kasich,0.045,35.489881000000004,-77.6641635
NC,Greene,Republican,Marco Rubio,0.033,35.489881000000004,-77.6641635
NC,Greene,Democrat,Hillary Clinton,0.5870000000000001,35.489881000000004,-77.6641635
NC,Greene,Democrat,Bernie Sanders,0.294,35.489881000000004,-77.6641635
NC,Guilford,Republican,Ted Cruz,0.38,36.07444504255322,-79.89955953191483
NC,Guilford,Republican,Donald Trump,0.345,36.07444504255322,-79.89955953191483
NC,Guilford,Republican,John Kasich,0.16,36.07444504255322,-79.89955953191483
NC,Guilford,Republican,Marco Rubio,0.08900000000000001,36.07444504255322,-79.89955953191483
NC,Guilford,Democrat,Hillary Clinton,0.56,36.07444504255322,-79.89955953191483
NC,Guilford,Democrat,Bernie Sanders,0.417,36.07444504255322,-79.89955953191483
NC,Halifax,Republican,Donald Trump,0.515,36.27242666666666,-77.63076777777778
NC,Halifax,Republican,Ted Cruz,0.331,36.27242666666666,-77.63076777777778
NC,Halifax,Republican,John Kasich,0.067,36.27242666666666,-77.63076777777778
NC,Halifax,Republican,Marco Rubio,0.055,36.27242666666666,-77.63076777777778
NC,Halifax,Democrat,Hillary Clinton,0.667,36.27242666666666,-77.63076777777778
NC,Halifax,Democrat,Bernie Sanders,0.248,36.27242666666666,-77.63076777777778
NC,Harnett,Republican,Donald Trump,0.443,35.382613181818186,-78.80727445454546
NC,Harnett,Republican,Ted Cruz,0.418,35.382613181818186,-78.80727445454546
NC,Harnett,Republican,John Kasich,0.059,35.382613181818186,-78.80727445454546
NC,Harnett,Republican,Marco Rubio,0.056,35.382613181818186,-78.80727445454546
NC,Harnett,Democrat,Hillary Clinton,0.551,35.382613181818186,-78.80727445454546
NC,Harnett,Democrat,Bernie Sanders,0.368,35.382613181818186,-78.80727445454546
NC,Haywood,Republican,Donald Trump,0.398,35.545447,-82.99169683333334
NC,Haywood,Republican,Ted Cruz,0.381,35.545447,-82.99169683333334
NC,Haywood,Republican,John Kasich,0.113,35.545447,-82.99169683333334
NC,Haywood,Republican,Marco Rubio,0.079,35.545447,-82.99169683333334
NC,Haywood,Democrat,Bernie Sanders,0.46,35.545447,-82.99169683333334
NC,Haywood,Democrat,Hillary Clinton,0.445,35.545447,-82.99169683333334
NC,Henderson,Republican,Ted Cruz,0.401,35.32066364705882,-82.48252205882352
NC,Henderson,Republican,Donald Trump,0.337,35.32066364705882,-82.48252205882352
NC,Henderson,Republican,John Kasich,0.155,35.32066364705882,-82.48252205882352
NC,Henderson,Republican,Marco Rubio,0.085,35.32066364705882,-82.48252205882352
NC,Henderson,Democrat,Bernie Sanders,0.501,35.32066364705882,-82.48252205882352
NC,Henderson,Democrat,Hillary Clinton,0.47,35.32066364705882,-82.48252205882352
NC,Hertford,Republican,Donald Trump,0.486,36.388911666666665,-76.95341483333334
NC,Hertford,Republican,Ted Cruz,0.345,36.388911666666665,-76.95341483333334
NC,Hertford,Republican,John Kasich,0.064,36.388911666666665,-76.95341483333334
NC,Hertford,Republican,Marco Rubio,0.057,36.388911666666665,-76.95341483333334
NC,Hertford,Democrat,Hillary Clinton,0.675,36.388911666666665,-76.95341483333334
NC,Hertford,Democrat,Bernie Sanders,0.222,36.388911666666665,-76.95341483333334
NC,Hoke,Republican,Donald Trump,0.4970000000000001,34.988530499999996,-79.24000950000001
NC,Hoke,Republican,Ted Cruz,0.35700000000000004,34.988530499999996,-79.24000950000001
NC,Hoke,Republican,Marco Rubio,0.062,34.988530499999996,-79.24000950000001
NC,Hoke,Republican,John Kasich,0.05,34.988530499999996,-79.24000950000001
NC,Hoke,Democrat,Hillary Clinton,0.597,34.988530499999996,-79.24000950000001
NC,Hoke,Democrat,Bernie Sanders,0.311,34.988530499999996,-79.24000950000001
NC,Hyde,Republican,Donald Trump,0.525,35.42572320000001,-76.232385
NC,Hyde,Republican,Ted Cruz,0.333,35.42572320000001,-76.232385
NC,Hyde,Republican,John Kasich,0.08,35.42572320000001,-76.232385
NC,Hyde,Republican,Marco Rubio,0.046,35.42572320000001,-76.232385
NC,Hyde,Democrat,Hillary Clinton,0.48,35.42572320000001,-76.232385
NC,Hyde,Democrat,Bernie Sanders,0.405,35.42572320000001,-76.232385
NC,Iredell,Republican,Donald Trump,0.462,35.74034338461538,-80.897225
NC,Iredell,Republican,Ted Cruz,0.337,35.74034338461538,-80.897225
NC,Iredell,Republican,John Kasich,0.112,35.74034338461538,-80.897225
NC,Iredell,Republican,Marco Rubio,0.064,35.74034338461538,-80.897225
NC,Iredell,Democrat,Hillary Clinton,0.509,35.74034338461538,-80.897225
NC,Iredell,Democrat,Bernie Sanders,0.4320000000000001,35.74034338461538,-80.897225
NC,Jackson,Republican,Donald Trump,0.395,35.29534788888889,-83.15716400000001
NC,Jackson,Republican,Ted Cruz,0.349,35.29534788888889,-83.15716400000001
NC,Jackson,Republican,John Kasich,0.133,35.29534788888889,-83.15716400000001
NC,Jackson,Republican,Marco Rubio,0.092,35.29534788888889,-83.15716400000001
NC,Jackson,Democrat,Bernie Sanders,0.57,35.29534788888889,-83.15716400000001
NC,Jackson,Democrat,Hillary Clinton,0.381,35.29534788888889,-83.15716400000001
NC,Johnston,Republican,Ted Cruz,0.441,35.53697990909091,-78.29331536363635
NC,Johnston,Republican,Donald Trump,0.415,35.53697990909091,-78.29331536363635
NC,Johnston,Republican,John Kasich,0.064,35.53697990909091,-78.29331536363635
NC,Johnston,Republican,Marco Rubio,0.055,35.53697990909091,-78.29331536363635
NC,Johnston,Democrat,Hillary Clinton,0.521,35.53697990909091,-78.29331536363635
NC,Johnston,Democrat,Bernie Sanders,0.405,35.53697990909091,-78.29331536363635
NC,Jones,Republican,Donald Trump,0.52,35.001647999999996,-77.36868900000002
NC,Jones,Republican,Ted Cruz,0.369,35.001647999999996,-77.36868900000002
NC,Jones,Republican,John Kasich,0.05,35.001647999999996,-77.36868900000002
NC,Jones,Republican,Marco Rubio,0.034,35.001647999999996,-77.36868900000002
NC,Jones,Democrat,Hillary Clinton,0.58,35.001647999999996,-77.36868900000002
NC,Jones,Democrat,Bernie Sanders,0.32,35.001647999999996,-77.36868900000002
NC,Lee,Republican,Donald Trump,0.421,35.449891799999996,-79.1674332
NC,Lee,Republican,Ted Cruz,0.394,35.449891799999996,-79.1674332
NC,Lee,Republican,John Kasich,0.094,35.449891799999996,-79.1674332
NC,Lee,Republican,Marco Rubio,0.068,35.449891799999996,-79.1674332
NC,Lee,Democrat,Hillary Clinton,0.546,35.449891799999996,-79.1674332
NC,Lee,Democrat,Bernie Sanders,0.381,35.449891799999996,-79.1674332
NC,Lenoir,Republican,Donald Trump,0.457,35.20590928571429,-77.64918385714286
NC,Lenoir,Republican,Ted Cruz,0.379,35.20590928571429,-77.64918385714286
NC,Lenoir,Republican,Marco Rubio,0.071,35.20590928571429,-77.64918385714286
NC,Lenoir,Republican,John Kasich,0.065,35.20590928571429,-77.64918385714286
NC,Lenoir,Democrat,Hillary Clinton,0.6409999999999999,35.20590928571429,-77.64918385714286
NC,Lenoir,Democrat,Bernie Sanders,0.264,35.20590928571429,-77.64918385714286
NC,Lincoln,Republican,Donald Trump,0.458,35.48101783333333,-81.22334216666667
NC,Lincoln,Republican,Ted Cruz,0.364,35.48101783333333,-81.22334216666667
NC,Lincoln,Republican,John Kasich,0.08800000000000001,35.48101783333333,-81.22334216666667
NC,Lincoln,Republican,Marco Rubio,0.068,35.48101783333333,-81.22334216666667
NC,Lincoln,Democrat,Hillary Clinton,0.513,35.48101783333333,-81.22334216666667
NC,Lincoln,Democrat,Bernie Sanders,0.418,35.48101783333333,-81.22334216666667
NC,Macon,Republican,Donald Trump,0.449,35.095900799999995,-83.36999999999999
NC,Macon,Republican,Ted Cruz,0.313,35.095900799999995,-83.36999999999999
NC,Macon,Republican,John Kasich,0.123,35.095900799999995,-83.36999999999999
NC,Macon,Republican,Marco Rubio,0.08199999999999999,35.095900799999995,-83.36999999999999
NC,Macon,Democrat,Hillary Clinton,0.479,35.095900799999995,-83.36999999999999
NC,Macon,Democrat,Bernie Sanders,0.442,35.095900799999995,-83.36999999999999
NC,Madison,Republican,Ted Cruz,0.414,35.84913566666666,-82.65979
NC,Madison,Republican,Donald Trump,0.4,35.84913566666666,-82.65979
NC,Madison,Republican,John Kasich,0.087,35.84913566666666,-82.65979
NC,Madison,Republican,Marco Rubio,0.071,35.84913566666666,-82.65979
NC,Madison,Democrat,Bernie Sanders,0.5870000000000001,35.84913566666666,-82.65979
NC,Madison,Democrat,Hillary Clinton,0.345,35.84913566666666,-82.65979
NC,Martin,Republican,Ted Cruz,0.461,35.8733425,-77.18698362499998
NC,Martin,Republican,Donald Trump,0.424,35.8733425,-77.18698362499998
NC,Martin,Republican,John Kasich,0.049,35.8733425,-77.18698362499998
NC,Martin,Republican,Marco Rubio,0.044,35.8733425,-77.18698362499998
NC,Martin,Democrat,Hillary Clinton,0.618,35.8733425,-77.18698362499998
NC,Martin,Democrat,Bernie Sanders,0.274,35.8733425,-77.18698362499998
NC,Mecklenburg,Republican,Donald Trump,0.325,35.245627666666685,-80.81524458620694
NC,Mecklenburg,Republican,Ted Cruz,0.302,35.245627666666685,-80.81524458620694
NC,Mecklenburg,Republican,John Kasich,0.228,35.245627666666685,-80.81524458620694
NC,Mecklenburg,Republican,Marco Rubio,0.121,35.245627666666685,-80.81524458620694
NC,Mecklenburg,Democrat,Hillary Clinton,0.603,35.245627666666685,-80.81524458620694
NC,Mecklenburg,Democrat,Bernie Sanders,0.383,35.245627666666685,-80.81524458620694
NC,Mitchell,Republican,Donald Trump,0.468,35.958273,-82.13097499999999
NC,Mitchell,Republican,Ted Cruz,0.313,35.958273,-82.13097499999999
NC,Mitchell,Republican,John Kasich,0.106,35.958273,-82.13097499999999
NC,Mitchell,Republican,Marco Rubio,0.069,35.958273,-82.13097499999999
NC,Mitchell,Democrat,Bernie Sanders,0.579,35.958273,-82.13097499999999
NC,Mitchell,Democrat,Hillary Clinton,0.404,35.958273,-82.13097499999999
NC,Montgomery,Republican,Donald Trump,0.518,35.36042616666667,-79.86384266666666
NC,Montgomery,Republican,Ted Cruz,0.325,35.36042616666667,-79.86384266666666
NC,Montgomery,Republican,John Kasich,0.077,35.36042616666667,-79.86384266666666
NC,Montgomery,Republican,Marco Rubio,0.046,35.36042616666667,-79.86384266666666
NC,Montgomery,Democrat,Hillary Clinton,0.5489999999999999,35.36042616666667,-79.86384266666666
NC,Montgomery,Democrat,Bernie Sanders,0.355,35.36042616666667,-79.86384266666666
NC,Moore,Republican,Donald Trump,0.407,35.2642764,-79.44550620000001
NC,Moore,Republican,Ted Cruz,0.329,35.2642764,-79.44550620000001
NC,Moore,Republican,John Kasich,0.172,35.2642764,-79.44550620000001
NC,Moore,Republican,Marco Rubio,0.065,35.2642764,-79.44550620000001
NC,Moore,Democrat,Hillary Clinton,0.588,35.2642764,-79.44550620000001
NC,Moore,Democrat,Bernie Sanders,0.37,35.2642764,-79.44550620000001
NC,Nash,Republican,Ted Cruz,0.428,35.97244611111111,-77.95672466666666
NC,Nash,Republican,Donald Trump,0.41,35.97244611111111,-77.95672466666666
NC,Nash,Republican,John Kasich,0.071,35.97244611111111,-77.95672466666666
NC,Nash,Republican,Marco Rubio,0.063,35.97244611111111,-77.95672466666666
NC,Nash,Democrat,Hillary Clinton,0.6579999999999999,35.97244611111111,-77.95672466666666
NC,Nash,Democrat,Bernie Sanders,0.282,35.97244611111111,-77.95672466666666
NC,New Hanover,Republican,Donald Trump,0.444,34.16259606666666,-77.87070633333335
NC,New Hanover,Republican,Ted Cruz,0.251,34.16259606666666,-77.87070633333335
NC,New Hanover,Republican,John Kasich,0.181,34.16259606666666,-77.87070633333335
NC,New Hanover,Republican,Marco Rubio,0.095,34.16259606666666,-77.87070633333335
NC,New Hanover,Democrat,Bernie Sanders,0.486,34.16259606666666,-77.87070633333335
NC,New Hanover,Democrat,Hillary Clinton,0.484,34.16259606666666,-77.87070633333335
NC,Northampton,Republican,Donald Trump,0.541,36.40626473333334,-77.47477613333334
NC,Northampton,Republican,Ted Cruz,0.314,36.40626473333334,-77.47477613333334
NC,Northampton,Republican,John Kasich,0.058,36.40626473333334,-77.47477613333334
NC,Northampton,Republican,Marco Rubio,0.05,36.40626473333334,-77.47477613333334
NC,Northampton,Democrat,Hillary Clinton,0.684,36.40626473333334,-77.47477613333334
NC,Northampton,Democrat,Bernie Sanders,0.229,36.40626473333334,-77.47477613333334
NC,Onslow,Republican,Donald Trump,0.484,34.69434807692308,-77.3988826923077
NC,Onslow,Republican,Ted Cruz,0.33,34.69434807692308,-77.3988826923077
NC,Onslow,Republican,John Kasich,0.086,34.69434807692308,-77.3988826923077
NC,Onslow,Republican,Marco Rubio,0.067,34.69434807692308,-77.3988826923077
NC,Onslow,Democrat,Hillary Clinton,0.542,34.69434807692308,-77.3988826923077
NC,Onslow,Democrat,Bernie Sanders,0.382,34.69434807692308,-77.3988826923077
NC,Orange,Republican,Ted Cruz,0.342,36.036227124999996,-79.1182215
NC,Orange,Republican,Donald Trump,0.275,36.036227124999996,-79.1182215
NC,Orange,Republican,John Kasich,0.22,36.036227124999996,-79.1182215
NC,Orange,Republican,Marco Rubio,0.13699999999999998,36.036227124999996,-79.1182215
NC,Orange,Democrat,Bernie Sanders,0.499,36.036227124999996,-79.1182215
NC,Orange,Democrat,Hillary Clinton,0.484,36.036227124999996,-79.1182215
NC,Pamlico,Republican,Donald Trump,0.509,35.148889600000004,-76.68143309999999
NC,Pamlico,Republican,Ted Cruz,0.28300000000000003,35.148889600000004,-76.68143309999999
NC,Pamlico,Republican,John Kasich,0.118,35.148889600000004,-76.68143309999999
NC,Pamlico,Republican,Marco Rubio,0.064,35.148889600000004,-76.68143309999999
NC,Pamlico,Democrat,Hillary Clinton,0.53,35.148889600000004,-76.68143309999999
NC,Pamlico,Democrat,Bernie Sanders,0.389,35.148889600000004,-76.68143309999999
NC,Pasquotank,Republican,Donald Trump,0.472,36.28801566666667,-76.24685133333332
NC,Pasquotank,Republican,Ted Cruz,0.325,36.28801566666667,-76.24685133333332
NC,Pasquotank,Republican,John Kasich,0.095,36.28801566666667,-76.24685133333332
NC,Pasquotank,Republican,Marco Rubio,0.08199999999999999,36.28801566666667,-76.24685133333332
NC,Pasquotank,Democrat,Hillary Clinton,0.652,36.28801566666667,-76.24685133333332
NC,Pasquotank,Democrat,Bernie Sanders,0.298,36.28801566666667,-76.24685133333332
NC,Pender,Republican,Donald Trump,0.525,34.539466125000004,-77.92631662500001
NC,Pender,Republican,Ted Cruz,0.289,34.539466125000004,-77.92631662500001
NC,Pender,Republican,John Kasich,0.099,34.539466125000004,-77.92631662500001
NC,Pender,Republican,Marco Rubio,0.063,34.539466125000004,-77.92631662500001
NC,Pender,Democrat,Hillary Clinton,0.564,34.539466125000004,-77.92631662500001
NC,Pender,Democrat,Bernie Sanders,0.368,34.539466125000004,-77.92631662500001
NC,Perquimans,Republican,Donald Trump,0.441,36.210978000000004,-76.439526
NC,Perquimans,Republican,Ted Cruz,0.322,36.210978000000004,-76.439526
NC,Perquimans,Republican,John Kasich,0.123,36.210978000000004,-76.439526
NC,Perquimans,Republican,Marco Rubio,0.08199999999999999,36.210978000000004,-76.439526
NC,Perquimans,Democrat,Hillary Clinton,0.514,36.210978000000004,-76.439526
NC,Perquimans,Democrat,Bernie Sanders,0.348,36.210978000000004,-76.439526
